ID,F115,F321,F527,F531,F670,F1692,F2082,F2122,F2582,F2678,F2737,F2956,F3043,F3836,F3887,F3889,F3891,F3894,F3924
3514,0.49,1.05,1.31,1.13,0.0,0.0,0.0,0.008474576,-0.09,-0.07,-0.19,10.0,24.0,7072159.06,37,G365D,salaried,30.0,0
3515,0.42,1.04,0.96,1.35,0.0,0.0,0.0,0.0,-0.02,-0.06,-0.31,151.0,,3345169.44,36,G365D,others,18.0,0
3516,0.44,1.12,1.25,0.89,0.0,0.0,0.142857143,0.382022472,-0.03,2.63,0.3,208.0,412.0,1645862.85,34,G365D,selfemployed,4.0,0
3517,0.49,1.36,0.71,2.67,0.0,0.0,0.0,0.0,,-0.18,-0.34,8.0,,324855.6,36,G365D,selfemployed,37.0,0
3518,0.51,1.0,1.04,1.21,0.0,5.0,0.0,0.057692308,,-0.13,-0.12,45.0,,2788.0,206,G365D,salaried,44.0,0
3519,0.46,0.74,0.9,0.77,0.0,0.0,0.055555556,0.0,0.17,,-0.28,66.0,,782462.74,36,G365D,selfemployed,32.0,0
3520,0.64,0.82,0.51,1.55,0.0,0.0,0.0,0.0,,-0.23,0.29,11.0,,841102.13,34,G365D,salaried,40.0,0
3521,0.47,1.0,0.66,1.09,0.0,0.0,0.0,0.0,-0.02,,0.16,196.0,444.0,33204.2,34,G365D,salaried,40.0,0
3522,0.46,1.19,0.66,1.48,0.0,0.0,0.026315789,0.020833333,-0.15,11.34,-0.12,110.0,,675067.2,36,G365D,salaried,7.0,0
3523,0.44,1.2,1.26,1.88,0.0,0.0,0.0,0.0,,-0.08,0.28,,,-2968686.73,35,G365D,salaried,6.0,0
3524,0.61,0.9,1.35,0.72,0.0,0.0,0.0,0.0,0.43,-0.21,-0.31,156.0,,91675.83,36,G365D,selfemployed,69.0,0
3525,0.46,1.33,1.3,0.72,0.0,0.0,0.0,0.0,-0.13,,-0.29,85.0,,699197.57,34,G365D,student,24.0,0
3526,0.6,1.67,1.25,2.06,0.0,0.0,0.0,0.0,0.76,,-0.59,35.0,,8973423.41,36,G365D,selfemployed,23.0,0
3527,0.54,0.97,1.07,0.96,0.0,0.0,0.0,0.0,0.0,-0.17,-0.07,20.0,40.0,-2362990.48,34,G365D,others,27.0,0
3528,0.4,1.63,0.56,4.1,0.0,0.0,0.0,0.0,0.11,0.03,-0.46,170.0,363.0,474096.64,35,G365D,selfemployed,48.0,0
3529,0.46,0.93,0.96,1.02,0.0,0.0,0.0,0.0,0.49,-0.3,-0.44,98.0,,400656.15,34,G365D,selfemployed,3.0,0
3530,0.53,1.01,0.97,1.18,0.0,0.0,0.0,0.0,-0.26,-0.25,-0.04,83.0,,17644410.78,34,G365D,student,22.0,0
3531,0.42,0.98,1.13,0.94,0.0,0.0,0.0,0.0,-0.03,0.34,-0.4,199.0,345.0,1096210.96,36,G365D,salaried,26.0,0
3532,0.4,2.02,1.63,2.38,0.0,0.0,0.0,0.0,1.16,,0.09,134.0,208.0,174674.24,34,G365D,agriculture,41.0,0
3533,0.52,1.63,0.63,1.4,0.0,0.0,0.130841121,0.0,0.88,0.33,0.04,91.0,198.0,265565.25,34,G365D,agriculture,54.0,0
3534,0.51,0.5,0.57,0.97,0.0,0.0,0.0,0.0,0.15,-0.07,-0.1,93.0,204.0,2052998.67,35,G365D,selfemployed,51.0,0
3535,0.44,1.09,1.02,1.79,0.0,0.0,0.0,0.0,0.06,,-0.24,25.0,,2193021.85,37,G365D,others,30.0,0
3536,0.51,1.74,1.13,2.59,0.0,0.0,0.0,0.0,0.57,-0.56,-0.53,34.0,,550410.32,36,G365D,salaried,62.0,0
3537,0.58,0.64,0.87,0.6,0.0,0.0,0.307692308,0.004854369,,,-0.49,14.0,20.0,108182.0,35,G365D,others,21.0,0
3538,0.56,0.82,0.82,0.86,0.0,0.0,0.0,0.25,,-0.44,2.33,9.0,17.0,3677120.36,35,G365D,retired,65.0,0
3539,0.48,1.18,1.17,1.4,1.0,0.0,0.0,0.0,-0.36,-0.43,-0.41,21.0,,-1023999.67,35,G365D,selfemployed,22.0,0
3540,1.0,1.0,1.14,1.14,0.0,0.0,0.0,0.256410256,0.11,-0.38,0.58,204.0,,1189275.15,35,G365D,others,60.0,0
3541,0.68,1.03,0.96,0.95,0.0,0.0,0.0,0.0,,,,,5.0,639593.45,35,G365D,selfemployed,29.0,0
3542,0.55,1.39,0.76,1.68,0.0,0.0,0.0,0.0,0.19,,-0.16,116.0,,520580.68,35,G365D,selfemployed,26.0,0
3543,0.37,1.32,1.34,0.85,0.0,0.0,0.0,0.0,0.14,,-0.37,103.0,,80461.06,34,G365D,selfemployed,6.0,0
3544,0.81,1.11,0.94,1.24,0.0,1.0,0.0,0.029126214,0.15,-0.61,-0.46,78.0,202.0,580156.96,36,G365D,salaried,3.0,0
3545,0.42,0.83,0.89,1.07,0.0,0.0,0.0,0.0,-0.01,-0.16,-0.63,68.0,,424028.73,35,G365D,selfemployed,52.0,0
3546,0.61,1.3,0.86,1.71,0.0,0.0,0.0,0.0,0.05,,0.34,34.0,112.0,4790901.04,33,G365D,housewife,43.0,0
3547,0.54,1.25,0.91,1.37,0.0,0.0,0.0,0.0,-0.12,-0.2,-0.23,82.0,,1089591.64,33,G365D,salaried,65.0,0
3548,0.5,0.79,0.94,1.05,0.0,0.0,0.0,0.0,0.83,-0.37,-0.33,105.0,,45312.62,34,G365D,salaried,28.0,0
3549,0.5,1.26,0.0,3.74,0.0,0.0,0.0,0.007575758,0.11,-0.08,0.72,18.0,,-2224868.55,33,G365D,salaried,3.0,0
3550,0.48,1.07,1.06,0.78,0.0,0.0,0.0,0.0,2.31,-0.29,-0.54,141.0,,278914.11,35,G365D,selfemployed,16.0,0
3551,0.64,1.41,2.67,1.81,0.0,0.0,0.0,0.0,-0.14,-0.29,-0.13,114.0,,249641.36,34,G365D,housewife,46.0,0
3552,0.55,1.14,0.89,1.19,0.0,0.0,0.0,0.043478261,0.19,-0.06,-0.08,83.0,185.0,10320.62,36,G365D,selfemployed,42.0,0
3553,0.56,1.12,1.07,1.07,0.0,0.0,0.0,0.0,,0.03,0.15,51.0,115.0,37226.51,33,G365D,student,20.0,0
3554,0.55,1.33,0.43,1.16,0.0,0.0,0.085714286,0.0,-0.27,0.01,0.61,159.0,,5050.5,34,G365D,others,21.0,0
3555,0.86,1.06,0.98,0.81,1.0,0.0,0.0,0.0,0.05,-0.19,-0.18,148.0,,53644.48,205,G365D,salaried,40.0,0
3556,0.42,1.02,1.0,1.57,0.0,0.0,0.0,0.0,0.0,,-0.57,17.0,39.0,-463722.0,34,G365D,selfemployed,32.0,0
3557,0.5,1.05,0.62,1.13,0.0,1.0,0.0,0.009478673,1.26,-0.23,-0.25,110.0,,31337.08,34,G365D,selfemployed,3.0,0
3558,0.9,1.51,1.12,1.64,0.0,0.0,0.0,0.0,0.39,-0.55,-0.6,35.0,81.0,895812.06,36,G365D,selfemployed,8.0,0
3559,0.5,1.21,1.45,1.17,0.0,0.0,0.0,0.0,1.09,-0.32,-0.58,22.0,,772061.67,34,G365D,agriculture,3.0,0
3560,0.86,1.0,,1.14,0.0,0.0,0.0,0.017977528,,-0.29,-0.16,26.0,37.0,29798.09,34,G365D,others,17.0,0
3561,0.42,0.95,1.07,1.04,0.0,0.0,0.0,0.0,0.28,-0.31,-0.21,24.0,35.0,556246.04,35,G365D,selfemployed,33.0,0
3562,0.46,1.35,0.99,2.09,0.0,0.0,0.0,0.0,,-0.15,-0.29,16.0,,6783700.62,32,G365D,agriculture,22.0,0
3563,0.56,0.65,1.14,1.02,0.0,0.0,0.0,0.0,0.18,-0.23,-0.21,64.0,154.0,223605.84,33,G365D,selfemployed,26.0,0
3564,0.49,0.92,0.91,2.74,0.0,0.0,0.01754386,0.03021978,,0.15,0.01,21.0,,452433.13,33,G365D,selfemployed,6.0,0
3565,0.49,1.05,1.16,2.62,0.0,0.0,0.0,0.0,-0.09,,-0.38,42.0,,2244869.94,32,G365D,others,33.0,0
3566,0.5,0.91,1.22,0.88,0.0,0.0,0.0,0.0,,0.07,-0.26,61.0,122.0,559144.94,32,G365D,selfemployed,30.0,0
3567,0.55,0.91,1.05,0.7,0.0,1.0,0.02173913,0.035175879,0.03,-0.22,-0.37,77.0,,62184.89,34,G365D,student,23.0,0
3568,0.73,1.7,0.47,1.8,0.0,1.0,0.021276596,0.029268293,,-0.12,-0.09,,,2709163.26,32,G365D,student,24.0,0
3569,0.56,0.99,1.03,0.96,0.0,1.0,0.021276596,0.033492823,0.08,,-0.25,49.0,,100908.69,34,G365D,selfemployed,41.0,0
3570,0.8,1.0,0.94,1.12,0.0,2.0,0.0,0.75,0.0,,0.0,2.0,,93496.23,32,G365D,selfemployed,38.0,0
3571,0.38,1.03,1.02,1.95,0.0,0.0,0.0,0.0,0.0,-0.39,-0.37,45.0,,345551.89,227,G365D,salaried,17.0,0
3572,0.23,1.17,1.19,2.06,0.0,0.0,0.01,0.0,,0.18,0.46,52.0,96.0,10749100.84,34,G365D,salaried,4.0,0
3573,0.58,1.3,0.8,1.24,0.0,0.0,0.0,0.333333333,-0.09,-0.03,-0.24,110.0,181.0,-251143255.9,34,G365D,agriculture,67.0,0
3574,0.49,0.91,0.78,1.07,0.0,0.0,0.0,0.005714286,0.0,,-0.14,11.0,,396172.32,35,G365D,selfemployed,6.0,0
3575,0.46,1.02,0.89,1.16,0.0,0.0,0.0,0.008403361,0.33,-0.53,-0.22,128.0,,21927.24,32,G365D,selfemployed,40.0,0
3576,1.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,,-0.61,-0.57,62.0,160.0,2129374.2,34,G365D,selfemployed,26.0,0
3577,0.4,1.49,0.99,1.92,0.0,1.0,0.048387097,0.00862069,,0.0,0.0,3.0,3.0,1783588.05,34,G365D,selfemployed,7.0,0
3578,1.0,0.4,,1.11,1.0,0.0,0.0,0.003355705,-0.03,0.86,-0.37,38.0,68.0,515967.48,34,G365D,selfemployed,28.0,0
3579,0.34,1.37,1.31,0.8,1.0,0.0,0.0,0.0,-0.01,,-0.06,105.0,105.0,279833.74,223,G365D,retired,79.0,0
3580,0.34,1.41,1.25,1.68,0.0,0.0,0.016666667,0.0,-0.12,-0.37,-0.47,120.0,226.0,280047.84,223,G365D,retired,79.0,0
3581,0.51,1.15,0.36,2.16,0.0,0.0,0.0,0.012406948,0.06,-0.48,-0.74,63.0,,137930.36,35,G365D,selfemployed,21.0,0
3582,0.5,0.0,0.0,,0.0,0.0,0.0,0.0,0.42,0.24,0.29,88.0,,-143864921.6,32,G365D,salaried,52.0,0
3583,0.45,1.1,0.87,1.22,0.0,0.0,0.0,0.0,0.0,-0.08,-0.06,45.0,,2275213.52,32,G365D,others,23.0,0
3584,0.93,1.08,0.99,1.16,0.0,0.0,0.0,0.0,,,0.0,2.0,,18326.8,31,G365D,selfemployed,4.0,0
3585,0.6,0.9,0.7,1.07,0.0,0.0,0.0,0.0,0.22,,-0.39,27.0,,-32201702.96,31,G365D,salaried,25.0,0
3586,0.61,0.91,0.49,0.95,0.0,0.0,0.0,0.0,,-0.33,-0.33,,2.0,672297.89,31,G365D,others,21.0,0
3587,0.56,1.0,0.99,0.92,1.0,2.0,0.0,0.033898305,0.03,-0.08,-0.13,281.0,304.0,16187.22,31,G365D,selfemployed,11.0,0
3588,0.4,1.03,0.93,1.18,0.0,2.0,0.0,0.022988506,0.12,,-0.07,87.0,157.0,160293.21,33,G365D,others,31.0,0
3589,0.5,1.43,0.69,1.22,0.0,1.0,0.0,0.040697674,0.9,,0.01,109.0,,1532705.47,32,G365D,others,43.0,0
3590,0.4,1.07,0.96,1.49,0.0,0.0,0.0,0.0,1.04,,0.15,111.0,184.0,5045238.03,34,G365D,agriculture,42.0,0
3591,0.56,1.03,1.02,1.13,0.0,0.0,0.0,0.0,-0.01,,0.12,137.0,265.0,382804.0,32,G365D,student,22.0,0
3592,0.47,1.12,1.04,1.57,0.0,1.0,0.0,0.005586592,-0.06,,-0.51,127.0,,-380548487.8,33,G365D,agriculture,39.0,0
3593,0.45,1.27,1.12,1.93,0.0,0.0,0.0,0.0,,,,,1.0,4976936.76,32,G365D,agriculture,43.0,0
3594,0.47,1.47,0.9,1.41,0.0,0.0,0.0,0.044247788,0.0,,-0.2,124.0,,2800579.07,30,G365D,selfemployed,3.0,0
3595,0.55,0.82,1.25,0.82,0.0,0.0,0.0,0.0,0.0,,-0.14,5.0,,1496309.52,31,G365D,selfemployed,3.0,0
3596,0.8,1.0,1.09,1.08,0.0,1.0,0.027777778,0.012195122,,-0.69,-0.67,23.0,,-2310532.46,30,G365D,selfemployed,9.0,0
3597,0.43,1.04,0.99,1.01,0.0,0.0,0.0,0.0,,-0.06,-0.01,550.0,1262.0,10782.0,32,G365D,selfemployed,34.0,0
3598,0.44,0.95,1.0,0.99,0.0,1.0,0.0,0.026315789,,-0.33,-0.31,7.0,,468326.47,31,G365D,others,30.0,0
3599,0.36,1.51,1.42,0.86,0.0,0.0,0.0,0.0,0.08,,-0.31,76.0,,-287412321.3,32,G365D,agriculture,52.0,0
3600,0.45,0.57,0.24,1.69,0.0,0.0,0.0,0.00625,-0.12,-0.18,-0.04,82.0,,12842045.41,31,G365D,selfemployed,13.0,0
3601,0.37,1.37,0.69,0.87,0.0,0.0,0.0,0.0,-0.04,,-0.22,63.0,,1194586.1,32,G365D,selfemployed,9.0,0
3602,0.67,1.19,1.44,0.96,1.0,0.0,0.0,0.0,0.13,,-0.7,71.0,136.0,124893.32,31,G365D,agriculture,38.0,0
3603,0.55,1.42,0.95,1.13,0.0,0.0,0.0,0.0,,0.58,-0.58,3.0,,424652.73,30,G365D,student,21.0,0
3604,0.47,1.15,1.09,1.12,1.0,0.0,0.0,0.0,0.08,,-0.49,50.0,,3082403.25,30,G365D,selfemployed,3.0,0
3605,0.39,0.25,0.6,0.5,1.0,0.0,0.0,0.0,,,0.0,2.0,2.0,12177.37,32,G365D,salaried,26.0,0
3606,0.34,0.58,0.62,2.49,0.0,0.0,0.0,0.0,,,0.0,2.0,2.0,154043.18,31,G365D,salaried,26.0,0
3607,0.27,1.9,1.43,6.09,0.0,0.0,0.0,0.0,-0.17,0.18,-0.29,59.0,,188128.45,32,G365D,housewife,42.0,0
3608,0.74,0.73,1.24,1.09,0.0,1.0,0.0,0.005882353,-0.21,-0.16,-0.14,75.0,121.0,43282.67,32,G365D,salaried,20.0,0
3609,0.0,,0.0,,0.0,1.0,0.0,0.005714286,0.12,-0.31,-0.47,51.0,98.0,256.36,30,G365D,selfemployed,52.0,0
3610,0.5,0.6,1.11,1.21,0.0,0.0,0.0,0.030927835,-0.2,,-0.5,20.0,,127123.62,32,G365D,selfemployed,49.0,0
3611,0.61,1.16,1.41,1.36,0.0,0.0,0.0,0.0,-0.06,0.87,0.22,39.0,,3339470.96,31,G365D,selfemployed,37.0,0
3612,1.0,1.5,,2.0,0.0,0.0,0.0,0.01459854,,-0.06,0.37,67.0,,1096236.08,32,G365D,others,21.0,0
3613,0.42,1.24,0.96,1.1,0.0,1.0,0.472727273,0.046357616,-0.37,-0.14,-0.11,75.0,172.0,763718.79,32,G365D,selfemployed,3.0,0
3614,0.63,0.98,0.94,1.06,0.0,0.0,0.0,0.023923445,-0.42,0.02,-0.11,85.0,,2582163.09,32,G365D,salaried,42.0,0
3615,0.68,0.94,0.92,1.1,0.0,1.0,0.0,0.5,-0.1,0.01,0.13,485.0,783.0,619.29,33,G365D,student,26.0,0
3616,0.49,1.52,1.12,0.45,0.0,0.0,0.0,0.132258065,-0.28,,0.7,12.0,19.0,11753.46,30,G365D,others,26.0,0
3617,0.31,1.07,0.74,2.8,0.0,0.0,0.0,0.0,0.15,-0.43,-0.57,78.0,168.0,1772596.32,32,G365D,others,21.0,0
3618,0.69,1.06,0.92,1.43,0.0,0.0,0.0,0.004405286,0.2,-0.49,-0.61,82.0,,764218.77,33,G365D,agriculture,3.0,0
3619,0.42,0.95,0.99,1.0,0.0,0.0,0.0,0.0,0.21,-0.11,-0.43,90.0,,-627305.53,30,G365D,housewife,36.0,0
3620,0.83,1.07,0.45,1.36,0.0,0.0,0.0,0.0,0.04,-0.57,0.23,88.0,,11496203.61,32,G365D,others,44.0,0
3621,0.51,0.52,0.86,0.42,0.0,0.0,0.0,0.0,0.08,-0.34,-0.01,92.0,187.0,327159.57,31,G365D,selfemployed,23.0,0
3622,0.42,1.49,0.97,1.43,0.0,0.0,0.0,0.0,,-0.14,-0.66,7.0,11.0,1000.0,30,G365D,selfemployed,53.0,0
3623,0.51,1.15,0.64,1.49,0.0,0.0,0.0,0.0,0.0,-0.17,-0.16,38.0,,1122.0,32,G365D,selfemployed,22.0,0
3624,0.36,0.78,0.0,0.73,0.0,0.0,0.0,0.0,-0.01,,-0.02,206.0,,94138.89,29,G365D,selfemployed,3.0,0
3625,0.26,1.27,1.02,0.96,0.0,1.0,0.102564103,0.026315789,,-0.32,0.47,31.0,51.0,214173.95,32,G365D,others,26.0,0
3626,1.0,1.0,1.0,1.0,0.0,1.0,0.0,0.003278689,0.19,-0.41,0.68,137.0,234.0,494571.04,31,G365D,selfemployed,24.0,0
3627,0.47,0.77,1.04,0.74,0.0,0.0,0.0,0.005405405,,-0.08,0.02,76.0,138.0,32811805.22,30,G365D,selfemployed,18.0,0
3628,1.0,0.7,0.0,1.63,0.0,0.0,0.0,0.0,0.79,-0.18,0.07,71.0,145.0,634890.45,32,G365D,others,26.0,0
3629,0.5,0.97,1.27,0.8,0.0,0.0,0.0,0.0,,-0.02,-0.11,,465.0,-224529385.8,29,G365D,others,21.0,0
3630,0.43,1.08,0.98,0.84,0.0,0.0,0.0,0.0,,0.04,0.01,,466.0,11171285.5,32,G365D,others,30.0,0
3631,0.83,1.94,3.0,0.0,0.0,0.0,0.0,0.026022305,,0.01,0.16,178.0,373.0,43883.12,30,G365D,housewife,34.0,0
3632,0.52,1.36,1.05,1.8,0.0,0.0,0.039215686,0.0,-0.13,-0.29,-0.47,39.0,,792652.4,31,G365D,selfemployed,36.0,0
3633,0.83,1.0,0.95,1.17,0.0,0.0,0.0,0.0,-0.44,,0.09,11.0,,224322.0,29,G365D,salaried,47.0,0
3634,0.96,1.0,0.98,1.04,0.0,0.0,0.0,0.0,-0.14,-0.54,0.75,83.0,,3462658.31,32,G365D,salaried,30.0,0
3635,0.47,1.47,1.64,1.6,0.0,0.0,0.0,0.0,-0.13,-0.31,-0.22,133.0,248.0,15321106.11,32,G365D,selfemployed,37.0,0
3636,0.45,0.93,0.36,1.13,0.0,0.0,0.053333333,0.004524887,0.09,-0.19,-0.31,207.0,357.0,122455.67,30,G365D,salaried,3.0,0
3637,0.63,1.51,0.95,1.26,0.0,2.0,0.0,0.375,,,-0.48,,14.0,59695.28,29,G365D,others,35.0,0
3638,0.74,1.13,0.75,1.28,0.0,0.0,0.0,0.0,-0.1,-0.02,-0.03,245.0,519.0,1827.49,29,G365D,others,35.0,0
3639,0.57,0.81,0.77,1.4,0.0,0.0,0.0,0.0,-0.13,-0.05,-0.02,143.0,420.0,1179423.9,32,G365D,selfemployed,3.0,0
3640,0.69,1.01,0.92,0.99,0.0,0.0,0.0,0.0,-0.02,-0.52,-0.58,245.0,,1969446.72,29,G365D,selfemployed,32.0,0
3641,0.64,1.21,0.86,1.64,0.0,0.0,0.1,0.071428571,0.4,-0.18,-0.44,187.0,,1332662.13,30,G365D,selfemployed,25.0,0
3642,0.58,0.53,0.75,0.62,0.0,1.0,0.0,0.007692308,,,-0.28,,,637062.58,29,G365D,others,24.0,0
3643,0.52,1.05,4.28,1.14,0.0,0.0,0.071428571,0.027777778,,,-0.28,,,2034202.55,28,G365D,salaried,38.0,0
3644,0.45,0.88,0.51,0.86,0.0,0.0,0.0,0.0,,,0.0,3.0,3.0,188039.73,31,G365D,selfemployed,5.0,0
3645,0.48,1.03,0.0,1.03,0.0,0.0,0.0,0.333333333,,,-0.66,2.0,,8332370.44,29,G365D,selfemployed,8.0,0
3646,0.42,1.42,2.17,0.97,0.0,1.0,0.0,0.333333333,-0.33,-0.57,6.5,2.0,,71725.45,28,G365D,selfemployed,6.0,0
3647,0.47,1.08,0.99,1.25,0.0,2.0,0.004310345,0.012195122,,,,,,-13235247.0,29,G365D,selfemployed,30.0,0
3648,1.0,0.63,0.83,1.25,0.0,0.0,0.0,0.006079027,-0.15,-0.2,-0.03,126.0,,297363.81,28,G365D,selfemployed,2.0,0
3649,0.54,1.15,1.71,0.99,0.0,0.0,0.0,0.021276596,0.17,-0.11,-0.15,181.0,,913004.42,28,G365D,selfemployed,2.0,0
3650,0.41,1.2,1.05,1.17,0.0,0.0,0.0,0.0,,-0.2,-0.01,50.0,,24942910.76,29,G365D,salaried,29.0,0
3651,0.44,0.93,1.05,1.03,0.0,2.0,0.0,0.005444646,0.04,-0.17,-0.19,34.0,,12177874.59,31,G365D,selfemployed,31.0,0
3652,0.45,1.62,1.51,1.66,0.0,0.0,0.0,0.0,-0.4,-0.44,0.31,59.0,,20801.07,29,G365D,selfemployed,26.0,0
3653,0.48,1.54,1.17,2.44,0.0,0.0,0.0,0.0,-0.54,-0.42,0.41,62.0,,40504.58,31,G365D,salaried,55.0,0
3654,0.39,1.69,0.93,1.69,0.0,0.0,0.0,0.0,-0.25,-0.27,-0.42,7.0,,67880.3,29,G365D,selfemployed,53.0,0
3655,1.0,1.0,1.0,,0.0,0.0,0.093023256,0.0,,,-0.11,,5.0,47242211.38,29,G365D,selfemployed,3.0,0
3656,0.43,0.09,0.7,2.33,0.0,1.0,0.0,0.005780347,-0.24,-0.32,-0.3,240.0,,94321.43,30,G365D,selfemployed,38.0,0
3657,0.37,1.12,1.06,1.17,0.0,1.0,0.0,0.013888889,,,0.0,,4.0,36066.35,31,G365D,selfemployed,23.0,0
3658,1.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,,0.19,-0.11,9.0,31.0,189214.8,29,G365D,agriculture,58.0,0
3659,0.74,1.27,1.1,1.44,0.0,0.0,0.0,0.15,-0.11,-0.54,-0.58,17.0,38.0,21529.2,29,G365D,housewife,60.0,0
3660,0.64,0.97,0.65,1.47,1.0,0.0,0.0,0.0,0.01,-0.12,-0.28,141.0,248.0,3752376.68,30,G365D,selfemployed,47.0,0
3661,0.56,1.77,0.0,4.36,1.0,1.0,0.0,0.00591716,-0.23,0.17,0.51,140.0,262.0,1958154.36,27,G365D,selfemployed,2.0,0
3662,0.53,0.51,1.02,1.53,0.0,0.0,0.0,0.0,0.21,0.2,-0.09,145.0,260.0,2868886.04,30,G365D,selfemployed,9.0,0
3663,0.54,1.43,0.86,1.61,0.0,0.0,0.0,0.0,0.04,0.07,-0.28,194.0,378.0,-18553306.27,29,G365D,selfemployed,25.0,0
3664,0.61,0.85,0.76,0.78,0.0,0.0,0.0,0.015503876,,-0.02,0.12,129.0,299.0,39864.54,28,G365D,selfemployed,25.0,0
3665,0.43,1.08,0.83,2.4,0.0,0.0,0.0,0.0,0.09,,-0.26,47.0,,2485198.0,29,G365D,agriculture,56.0,0
3666,0.49,1.13,0.94,1.33,0.0,0.0,0.0,0.0,-0.69,-0.3,-0.89,38.0,,2620390.83,28,G365D,selfemployed,3.0,0
3667,0.55,0.59,0.09,1.09,0.0,0.0,0.0,0.005319149,,-0.3,-0.59,6.0,9.0,55212.81,28,G365D,salaried,32.0,0
3668,0.44,0.89,1.04,1.15,0.0,0.0,0.0,0.0,-0.08,-0.08,-0.01,20.0,,58685.88,30,G365D,selfemployed,9.0,0
3669,0.35,1.47,0.83,1.95,0.0,0.0,0.0,0.0,-0.04,0.21,-0.43,89.0,,3161394.77,29,G365D,selfemployed,24.0,0
3670,0.53,1.16,1.33,0.99,0.0,0.0,0.0,0.0,0.0,-0.16,-0.41,4522.0,,-208522391.8,30,G365D,selfemployed,4.0,0
3671,0.64,1.07,0.71,0.94,0.0,0.0,0.0,0.0,0.0,-0.19,-0.43,4374.0,,360348.14,28,G365D,student,12.0,0
3672,0.5,1.49,1.5,2.31,1.0,0.0,0.0,0.0,0.01,-0.06,-0.15,4383.0,,556259.0,28,G365D,selfemployed,34.0,0
3673,0.48,1.38,0.51,1.88,0.0,1.0,0.03125,0.038461538,0.11,0.01,0.07,242.0,,47618.0,28,G365D,salaried,36.0,0
3674,0.56,1.48,0.74,1.73,1.0,0.0,0.0,0.011494253,-0.2,,-0.43,60.0,,80209.25,27,G365D,selfemployed,33.0,0
3675,1.0,1.0,1.0,,1.0,0.0,0.0,0.725352113,,,0.0,2.0,2.0,495626.91,27,G365D,selfemployed,30.0,0
3676,0.69,1.18,0.95,1.07,0.0,0.0,0.0,0.0,,0.0,0.2,4.0,4.0,1385599.72,29,G365D,salaried,7.0,0
3677,0.5,1.4,0.0,1.92,0.0,0.0,0.0,0.005586592,,,-0.57,8.0,17.0,1106430.72,27,G365D,selfemployed,41.0,0
3678,0.48,1.14,1.6,1.81,0.0,1.0,0.0,0.006097561,,,,,2.0,29539.0,28,G365D,salaried,23.0,0
3679,0.47,1.09,0.73,1.22,0.0,0.0,0.0,0.0,,,0.0,2.0,2.0,4447555.24,30,G365D,selfemployed,9.0,0
3680,0.54,1.26,1.05,1.15,0.0,0.0,0.0,0.0,0.13,-0.53,0.04,115.0,,1798273.29,28,G365D,agriculture,31.0,0
3681,0.41,0.92,1.07,0.74,0.0,0.0,0.0,0.0,0.07,0.14,-0.13,59.0,,20.38,29,G365D,selfemployed,48.0,0
3682,0.53,1.26,0.98,1.75,1.0,1.0,0.0,0.666666667,0.01,-0.02,0.34,269.0,,1703196.3,28,G365D,student,20.0,0
3683,0.64,1.26,1.29,1.02,0.0,0.0,0.0,0.041338583,0.0,-0.14,0.34,263.0,,73928.48,28,G365D,student,27.0,0
3684,0.65,1.03,0.94,1.14,0.0,0.0,0.0,0.040384615,0.16,,-0.47,60.0,114.0,302168.66,26,G365D,housewife,57.0,0
3685,0.47,1.13,1.01,1.27,1.0,0.0,0.0,0.041753653,,,0.0,1.0,1.0,220896.98,29,G365D,salaried,26.0,0
3686,0.51,0.81,0.93,0.65,0.0,0.0,0.0,0.0,-0.22,0.76,-0.17,95.0,226.0,387737.94,29,G365D,selfemployed,57.0,0
3687,0.54,0.97,1.11,0.84,0.0,0.0,0.0,0.0,-0.57,-0.12,-0.05,279.0,486.0,22367503.41,26,G365D,salaried,62.0,0
3688,0.36,1.71,1.02,3.84,0.0,0.0,0.0,0.0,,0.28,-0.06,127.0,298.0,1809394.63,26,G365D,selfemployed,41.0,0
3689,0.53,1.5,1.18,1.68,0.0,0.0,0.0,0.0,0.2,-0.07,0.12,106.0,,40205.79,28,G365D,agriculture,21.0,0
3690,0.76,1.25,1.07,1.56,0.0,1.0,0.0,0.095238095,0.0,,0.18,148.0,,1843265.25,29,G365D,selfemployed,6.0,0
3691,0.42,1.32,1.01,1.5,0.0,0.0,0.0,0.0,,0.24,-0.54,126.0,,332381.25,27,G365D,selfemployed,31.0,0
3692,0.62,1.06,1.12,0.77,0.0,0.0,0.0,0.0,0.31,-0.45,-0.08,112.0,,16714.84,27,G365D,selfemployed,5.0,0
3693,0.66,1.35,1.36,1.77,1.0,0.0,0.0,0.0,,-0.33,2.54,9.0,17.0,1100177.32,27,G365D,selfemployed,6.0,0
3694,1.0,0.0,0.0,,0.0,0.0,0.0,0.0,-0.43,-0.01,-0.07,60.0,,-619060.24,28,G365D,student,30.0,0
3695,0.48,0.93,0.76,0.85,0.0,0.0,0.0,0.0,-0.23,0.13,0.21,92.0,,1031332.15,28,G365D,housewife,35.0,0
3696,0.54,1.25,1.46,2.23,0.0,0.0,0.0,0.0,0.0,-0.09,-0.1,120.0,,749286.29,29,G365D,selfemployed,2.0,0
3697,0.35,1.08,0.8,1.23,0.0,,,,,,0.21,25.0,,250702.83,28,G365D,selfemployed,26.0,0
